playerID,retroID,kscore,totalER,totalinnings,totalERA
griffaj01,grifa002,5.3143687900,113,281,3.6192
grillja01,grilj001,13.0584035300,43,139,2.7842
grimmju01,grimj002,7.6610823700,79,112,6.3482
guerrja01,guerj002,5.4423242800,33,101,2.9406
guerrma02,guerm001,3.0748868300,80,190,3.7895
guthrje01,guthj001,4.3867886700,380,808,4.2327
gutieju01,gutij002,6.0937498000,69,129,4.8140
haegech01,haegc001,9.1910172700,28,30,8.4000
hagadni01,hagan001,7.0874010300,42,67,5.6418
hallaro01,hallr001,5.6191824800,254,701,3.2611
hamelco01,hamec001,6.9832114200,299,859,3.1327
hammeja01,hammj002,7.4995734700,307,604,4.5745
hanrajo01,hanrj001,11.0056471800,68,203,3.0148
hansoto01,hanst001,7.5736844100,258,579,4.0104
happja01,happj001,7.1463006500,250,479,4.6973
haranaa01,haraa001,5.7270250100,293,603,4.3731
harderi01,hardr001,8.0109702600,104,173,5.4104
harenda01,hared001,6.2688935700,359,817,3.9547
harrelu01,harrl002,3.1653654000,203,387,4.7209
harrima01,harrm001,5.1418747700,199,486,3.6852
harriwi02,harrw002,6.7750106900,33,69,4.3043
harvema01,harvm001,5.3959889500,63,237,2.3924
hatchch02,hatcc002,7.2365786100,27,32,7.5938
hawkila01,hawkl001,5.6240655800,68,175,3.4971
hawksbl01,hawkb001,2.9365669100,74,142,4.6901
hefneje01,hefnj001,5.2555866700,116,223,4.6816
heilmaa01,heila001,4.4123948100,63,107,5.2991
hellije01,hellj001,3.8507341300,237,576,3.7031
hendeji01,hendj001,10.0057253800,30,89,3.0337
hendrli01,hendl001,3.7588673500,105,155,6.0968
hendrma01,hendm001,3.1487707800,51,85,5.4000
henslcl01,hensc002,5.8852799200,83,191,3.9110
hernada01,hernd002,7.8066514100,114,278,3.6906
hernafe02,hernf002,7.8113759000,301,918,2.9510
hernali01,hernl003,3.2530141700,221,452,4.4004
hernape02,hernp001,4.3840455500,51,60,7.6500
herndda01,hernd003,3.4259856400,50,115,3.9130
herreda01,herrd001,5.7056219900,15,31,4.3548
herreke01,herrk001,6.3832535400,50,144,3.1250
herrmfr01,herrf001,4.7529782100,57,119,4.3109
hillsh01,hills003,8.8752283200,6,20,2.7000
hochelu01,hochl001,6.2964997300,291,555,4.7189
hoeyja02,hoeyj001,4.9789687900,15,24,5.6250
hoffmtr01,hofft001,4.7062361900,31,47,5.9362
hollade01,holld003,6.7194330500,285,643,3.9891
hollagr01,hollg001,11.7248237600,57,210,2.4429
hoovejj01,hoovj002,5.4440749100,28,96,2.6250
horstje01,horsj001,4.7437011300,27,72,3.3750
howeljp01,howej003,7.4040932300,52,142,3.2958
hudsoti01,hudst001,4.6522201300,279,753,3.3347
huffda01,huffd001,7.0280307500,111,192,5.2031
hughedu01,hughd001,5.3479819900,38,68,5.0294
hugheja02,hughj001,4.2217250700,46,118,3.5085
hugheph01,hughp001,4.6052249500,303,586,4.6536
humbeph01,humbp001,5.7230544300,199,340,5.2676
hunteto02,huntt002,6.0353071900,205,430,4.2907
igarary01,igarr001,6.8417479200,52,72,6.5000
isrinja01,isrij001,6.9414880400,42,91,4.1538
iwakuhi01,iwakh001,9.2461884900,109,344,2.8517
jacksed01,jacke001,6.3518211500,370,770,4.3247
jacksst01,jacks001,5.1844512800,11,11,9.0000
jakubch01,jakuc001,5.5453021500,48,72,6.0000
janseke01,jansk001,12.3901020900,52,220,2.1273
janssca01,jansc001,6.0853179300,75,238,2.8361
jeffrje01,jeffj001,5.3852864000,22,47,4.2128
jenksbo01,jenkb001,8.0356087700,37,67,4.9701
jennida01,jennd003,4.0908062800,21,59,3.2034
jepseke01,jepsk001,4.5833669900,70,150,4.2000
jimence01,jimec002,8.5272951300,11,22,4.5000
jimenub01,jimeu001,7.9303826500,342,767,4.0130
johnsji04,johnj010,4.1246952100,79,255,2.7882
johnsjo09,johnj009,6.4250715400,195,515,3.4078
jonesna01,jonen001,5.1146927300,55,149,3.3221
jurrjja01,jurrj001,4.3828746900,151,323,4.2074
kazmisc01,kazms001,7.8654627300,175,308,5.1136
kellesh01,kells001,6.2711507600,53,121,3.9421
kellyjo05,kellj001,6.7480223400,79,230,3.0913
kendrky01,kendk001,3.9259554900,300,634,4.2587
kenneia01,kenni001,6.9711763400,345,803,3.8667
kershcl01,kersc001,9.4468922000,237,899,2.3726
keuchda01,keucd001,5.2194814100,138,238,5.2185
kimbrcr01,kimbc001,14.7335417700,35,225,1.4000
kinnejo01,kinnj001,5.9235835600,27,48,5.0625
kintzbr01,kintb001,5.3329220600,42,113,3.3451
kirkmmi01,kirkm001,6.5907753700,58,100,5.2200
klubeco01,klubc001,6.5006311700,103,214,4.3318
kohnmi01,kohnm001,9.0536595800,37,85,3.9176
kontoge01,kontg001,5.6282123500,41,104,3.5481
kuoho01,kuo-h001,7.7415120000,35,86,3.6628
kurodhi01,kuroh001,6.4364247600,298,818,3.2787
lackejo01,lackj001,4.1512940100,293,563,4.6838
laffeaa01,laffa001,5.4945343200,112,219,4.6027
lannajo01,lannj001,3.2626104300,209,433,4.3441
latosma01,latom001,6.5958512400,290,797,3.2748
leagubr01,leagb001,3.4546994200,106,264,3.6136
leakemi01,leakm001,5.2525914900,300,675,4.0000
leblawa01,leblw001,3.9661981300,171,347,4.4352
lecursa01,lecus001,8.1806156300,94,242,3.4959
ledezwi01,ledew001,6.9990810800,25,25,9.0000
leecl02,lee-c003,7.0896813800,282,875,2.9006
lerewan01,lerea001,6.8717271200,25,26,8.6538
lerouch01,leroc001,5.2190399100,35,61,5.1639
lestejo01,lestj001,6.0339723600,348,816,3.8382
lewisco01,lewic001,7.3880319600,221,504,3.9464
lewisro01,lewir002,7.1206344500,19,23,7.4348
lidgebr01,lidgb001,8.5356097800,28,73,3.4521
lillyte01,lillt001,7.4562643000,193,455,3.8176
linceti01,linct001,6.5905106700,350,810,3.8889
lincobr01,lincb001,6.1707418400,114,217,4.7281
lindbjo01,lindj004,4.5614778600,56,130,3.8769
lindsma01,lindm001,4.3144614300,79,213,3.3380
linebsc01,lines001,6.5632189900,50,111,4.0541
liriafr01,lirif001,5.9741006700,300,641,4.2122
litscje01,litsj001,4.2105665900,67,120,5.0250
lockeje01,lockj001,4.2609442000,98,216,4.0833
loeka01,loe-k001,3.9107587800,102,223,4.1166
loganbo02,logab001,8.6561088600,66,174,3.4138
lohseky01,lohsk001,6.6513215900,279,688,3.6497
lopezja02,lopej002,6.2715151700,49,184,2.3967
lopezro01,loper001,4.2596219500,163,302,4.8576
lopezwi01,lopew001,5.2369672900,94,277,3.0542
loupaa01,loupa001,3.4569772100,28,99,2.5455
lowede01,lowed001,4.7226135000,285,535,4.7944
lowema01,lowem002,4.6759157700,54,108,4.5000
luebkco01,luebc001,11.1654219700,68,187,3.2727
luekejo01,luekj001,7.2966416500,41,56,6.5893
luetglu01,luetl001,4.0249206000,38,77,4.4416
lylesjo01,lylej001,4.1856888800,224,376,5.3617
lynnla01,lynnl001,8.2692756500,175,411,3.8321
lyonbr01,lyonb003,5.7377855800,84,184,4.1087
macdomi01,macdm001,5.0782880900,33,80,3.7125
machije01,machj002,6.4587595400,19,58,2.9483
madsory01,madsr001,8.8022159000,31,112,2.4911
maholpa01,mahop002,5.0817237500,323,688,4.2253
mainejo01,mainj001,7.5019292800,37,46,7.2391
mainesc01,mains001,7.3829323900,29,44,5.9318
malonma02,malom001,5.0105249500,36,49,6.6122
marcush01,marcs001,5.4513068700,255,597,3.8442
marmoca01,marmc001,10.8323652000,100,254,3.5433
maronni01,maron001,9.0557047400,5,11,4.0909
marquja01,marqj001,4.3592293500,235,433,4.8845
marshse01,marss002,9.0699898300,60,219,2.4658
martevi01,martv002,4.6133963000,54,70,6.9429
marticr01,martc005,6.2169332400,77,177,3.9153
martijo07,martj004,5.4293059800,11,24,4.1250
masseni01,massn001,5.6890153600,58,146,3.5753
masteju01,mastj001,5.6726884800,358,794,4.0579
matsuda01,matsd001,6.3256318500,163,273,5.3736
matthry01,mattr001,3.3098311200,56,133,3.7895
mazzavi01,mazzv001,3.5784084300,135,266,4.5677
mcallza01,mcalz001,5.7408676600,127,276,4.1413
mccarbr01,mccab001,2.6605265400,171,416,3.6995
mccleky01,mcclk001,5.3345956000,104,243,3.8519
mcclemi01,mcclm001,3.0684688600,21,47,4.0213
mccutda01,mccud001,4.0779324300,83,151,4.9470
mcdonja03,mcdoj004,6.2809714600,211,441,4.3061
mcgeeja01,mcgej001,10.0603604200,55,150,3.3000
mcgowdu01,mcgod001,6.9588318700,22,45,4.4000
mchugco01,mchuc001,4.3856840200,47,45,9.4000
mcpheky01,mcphk001,18.0784585200,8,26,2.7692
mechegi01,mechg001,7.9827693300,39,61,5.7541
meekev01,meeke001,4.4559869100,36,111,2.9189
melanma01,melam001,5.0335969700,75,211,3.1991
mendolu01,mendl001,3.0414251400,146,277,4.7437
mijarjo01,mijaj001,6.9661366900,76,185,3.6973
mileywa01,milew001,5.0373972100,172,436,3.5505
millean01,milla002,7.2439998700,95,166,5.1506
milleji02,millj005,8.3781484200,19,56,3.0536
millesh01,mills001,5.4679441100,61,186,2.9516
milletr02,millt002,6.9096768700,25,54,4.1667
millwke01,millk004,4.2416592100,208,404,4.6337
milonto01,milot001,5.7869275600,162,371,3.9299
minormi01,minom001,6.1278423800,220,505,3.9208
mischpa01,miscp001,4.6149640100,24,43,5.0233
moehlbr01,moehb001,4.6619599700,31,56,4.9821
monasca01,monac001,4.2648243500,43,88,4.3977
moorema02,moorm003,8.0259504800,133,336,3.5625
moralfr01,moraf001,4.4179144900,84,174,4.3448
morribr01,morrb002,8.2155356600,26,70,3.3429
morrobr01,morrb001,8.0262286600,242,503,4.3300
mortecl01,mortc003,6.1807363600,61,136,4.0368
mortoch02,mortc002,4.1531503700,208,415,4.5108
moscogu01,moscg001,4.0450261800,101,207,4.3913
motagu01,motag001,4.9987359000,72,154,4.2078
motteja01,mottj001,9.4672600600,52,192,2.4375
moyerja01,moyej001,4.6114922200,94,164,5.1585
moylape01,moylp001,4.7978666800,36,91,3.5604
mujiced01,mujie001,7.0324831900,95,274,3.1204
myersbr01,myerb001,5.4260690000,228,523,3.9235
narvech01,narvc001,5.0608532400,180,337,4.8071
nathajo01,nathj001,6.9134084700,54,172,2.8256
